,imdbId,title,releaseYear,genre,actors,directors,hitFlop
932,tt1918927,Luv Ka the End,2011,Comedy | Drama,Riya Bamniyal | Bumpy | Sreejita De | Shraddha Kapoor,Bumpy,2
933,tt1918965,Murder 2,2011,Action | Crime | Drama,Jacqueline Fernandez | Yana Gupta | Emraan Hashmi | Amardeep Jha,Mohit Suri,7
934,tt1920986,Khuda Kasam,2010,Action | Crime | Drama,Beena Banerjee | Sunny Deol | Farida Jalal | Raza Murad,K.C. Bokadia,1
935,tt1921071,Queens! Destiny of Dance,2011,Musical,Seema Biswas,David Atkins,1
936,tt1926313,Pyaar Ka Punchnama,2011,Comedy | Drama | Romance,Raayo S. Bakhirta | Nushrat Bharucha | Padam Bhola | Sonalli Sehgal,Luv Ranjan,4
937,tt1929309,Mallika,2010,Drama | Horror | Mystery,Anirudh Agarwal | Puja Ballutia | Sammir Dattani | Dunger,Wilson Louis,1
938,tt1934231,Delhi Belly,2011,Comedy | Crime | Drama,Imran Khan | Vir Das | Kunaal Roy Kapur | Shenaz Treasury,Abhinay Deo | Akshat Verma,6
939,tt1935184,Nakshatra,2010,Crime | Drama | Mystery,Malaika Arora | Suresh Chatwal | Gajendra Chouhan | Anant Jog,Mohan Savalkar,1
940,tt1937092,Always Kabhi Kabhi,2011,Comedy | Crime | Drama,Lillete Dubey | Satyajeet Dubey | Ali Fazal | Manoj Joshi,Roshan Abbas,1
941,tt1937455,Vroom,2010,Action | Comedy | Crime,Raj Singh Arora | Gaurav Bajaj | Kalpana Bora | Kishore Chougule,Savin Tuscano,1
942,tt1939654,Bheja Fry 2,2011,Comedy | Drama,Vinay Pathak | Kay Kay Menon | Minissha Lamba | Rukhsar,Sagar Ballary,3
943,tt1941657,Soundtrack,2011,Drama | Musical,Rajeev Khandelwal | Soha Ali Khan | Mrinalini Sharma | Mohan Kapoor,Neerav Ghosh,1
944,tt1942905,Kucch Luv Jaisaa,2011,Crime | Drama | Thriller,Shefali Shetty | Om Puri | Rahul Bose | Neetu Chandra,Shukla Barnali Ray,1
945,tt1947973,Bin Bulaye Baraati,2011,Action | Comedy | Crime,Rati Agnihotri | Shweta Bhardwaj | Gulshan Grover | Manoj Joshi,Chandrakant Singh,1
946,tt1948047,Impatient Vivek,2011,Comedy | Drama | Romance,Vivek Sudershan | Sayali Bhagat | Ronnaoq Ahuja | Chari Asopa,Rahat Kazmi,1
947,tt1948150,Singham,2011,Action | Crime | Drama,Ajay Devgn | Kajal Agarwal | Prakash Raj | Sonali Kulkarni,Rohit Shetty,7
948,tt1948640,The Waiting Room,2010,Crime | Drama | Mystery,Raj Singh Chaudhary | Radhika Apte | Sandeep Kulkarni | Prateeksha Lonkar,Maneej Premnath,1
949,tt1949548,Heroine,2012,Drama,Kareena Kapoor | Arjun Rampal | Randeep Hooda | Shahana Goswami,Madhur Bhandarkar,3
950,tt1954206,The Dirty Picture,2011,Biography | Comedy | Drama,Vidya Balan | Emraan Hashmi | Tusshar Kapoor | Naseeruddin Shah,Milan Luthria,7
951,tt1954470,Gangs of Wasseypur,2012,Action | Crime | Drama,Manoj Bajpayee | Richa Chadda | Nawazuddin Siddiqui | Tigmanshu Dhulia,Anurag Kashyap,3
952,tt1954598,Ladies vs. Ricky Bahl,2011,Comedy | Drama,Ranveer Singh | Anushka Sharma | Parineeti Chopra | Dipannita Sharma,Maneesh Sharma,4
953,tt1956433,Ata Pata Lapatta,2012,Comedy | Musical,Asrani | Amit Behl | Krishna Bhatt | Raja Bherwani,Rajpal Yadav,1
954,tt1961330,Good Luck!,2008,Comedy | Drama,Aryeman Ramsay | Sayali Bhagat | Sharat Saxena | Archana Puran Singh,Aditya Datt,1
955,tt1961530,Tell Me O Kkhuda,2011,Action | Crime | Drama,Dharmendra | Vinod Khanna | Rishi Kapoor | Farooq Shaikh,Hema Malini,1
956,tt1964886,Love Express,2011,Comedy | Drama,Sahil Mehta | Mannat Ravi | Vikas Katyal | Priyam Galav,Sunny Bhambhani,1
957,tt1970029,Suno Na.. Ek Nanhi Aawaz,2009,Drama,Tara Sharma | Makrand Shukla | Rajendra Chawla | Rinku Patel,Amy Thanawala,1
958,tt1979209,Chala Mussaddi - Office Office,2011,Comedy | Drama,Deven Bhojani | Makrand Deshpande | Vinay Jain | Farida Jalal,Rajiv Mehra,1
959,tt1980970,Gandhi to Hitler,2011,Drama | History | War,Raghuvir Yadav | Neha Dhupia | Aman Verma | Nassar Abdulla,Rakesh Ranjan Kumar,1
960,tt1980986,Housefull 2,2012,Comedy | Romance,Akshay Kumar | Asin | John Abraham | Jacqueline Fernandez,Sajid Khan,7
961,tt1985058,Dekh Bhai Dekh: Laughter Behind Darkness,2009,Comedy | Crime | Drama,Gracy Singh | Siddharth Koirala | Raghuvir Yadav | Vijay Raaz,Rahat Kazmi,1
962,tt1985981,Desi Boyz,2011,Comedy | Drama,Bruna Abdullah | John Abraham | Shekhar Bassi | Peter Brown,Rohit Dhawan,2
963,tt1986040,Ishkq in Paris,2013,Comedy | Romance,Preity Zinta | Isabelle Adjani | Gaurav Chanana | Fanny Carbonnel,Prem Soni,1
964,tt1986788,Chal Chalein,2009,Drama,Javed Abedi | Anand Abhyankar | Adityansh | Lalit Agarwal,Ujjwal Singh,1
965,tt1992138,Force,2011,Action | Crime | Drama,John Abraham | Genelia D'Souza | Raj Babbar | Mohnish Bahl,Nishikant Kamat,2
966,tt1992257,Toss: A Flip of Destiny,2009,Crime | Drama | Thriller,Rannvijay Singh | Madhurima Banerjee | Prashant Raj | Ashmit Patel,Ramesh Khatkar,1
967,tt1995245,Aamras: The Sweet Taste of Friendship,2009,Drama,Vega Tamotia | Ntasha Bhardwaj | Maanvi Gagroo | Aanchal Sabharwal,Rupali Guha,1
968,tt1995257,Bachelor Party,2009,Comedy | Drama,Jimmy Shergill | Arbaaz Khan | Nauheed Cyrusi | Sharat Saxena,Ishaan Trivedi,1
969,tt1999857,Cycle Kick,2011,Drama | Sport,Nishan Nanaiah | Sunny Hinduja | Girija Oak | Ishita Sharma,Shashi Sudigala,1
970,tt1999935,Not a Love Story,2011,Crime | Drama | Thriller,Rohit G. Banawlikar | Deepak Dobriyal | Ajay Gehi | Mahie Gill,Ram Gopal Varma,2
971,tt2011871,Ashok Chakra: Tribute to Real Heroes,2010,Action,Rajan Verma | Sudesh Berry | Arun Bakshi | Sandip Munde,S.P. Muneshwar,1
972,tt2012576,Bubble Gum,2011,Drama,Apoorva Arora | Apporva Arora | Tanvi Azmi | Delzad Hiwale,Sanjivan Lal,1
973,tt2016845,Aagaah: The Warning,2011,Drama | Horror | Thriller,Ila Arun | Anang Desai | Zakir Hussain | Satish Kaushik,Karan Razdan,1
974,tt2016894,Ek Tha Tiger,2012,Action | Romance | Thriller,Salman Khan | Katrina Kaif | Ranvir Shorey | Girish Karnad,Kabir Khan,8
975,tt2023645,Phhir,2011,Drama | Mystery | Romance,Mohan Agashe | Kasturi Banerjee | Roshni Chopra | Rajneesh Duggal,Girish Dhamija,1
976,tt2027138,Kyaa Super Kool Hain Hum,2012,Comedy,Anupam Kher | Ritesh Deshmukh | Rohit Shetty | Tusshar Kapoor,Sachin Yardi,5
977,tt2028553,Stand By,2011,Drama | Sport | Thriller,Siddharth Kher | Sachin Khedekar | Dalip Tahil | Nagesh Bhonsle,Sanjay Soorkar,1
978,tt2032530,Shabri,2011,Action | Crime | Drama,Isha Koppikar | Raj Arjun | Manish Wadhwa | Pradeep Singh Rawat,Lalit Marathe,1
979,tt2033264,Hair is Falling: A Serious Comedy Film,2011,Comedy | Drama,Rajesh Bhardwaj | Sanjana Tiwari | Priyanka | Mahender Singh Bist,Vicky Bhardwaj,1
980,tt2033947,Aazaan,2011,Action | Drama | Mystery,Sachiin Joshi | Candice Boucher | Arya Babbar | Samy Gharbi,Prashant Chadha,1
981,tt2034011,Hum Tum Shabana,2011,Comedy | Crime | Drama,Tusshar Kapoor | Shreyas Talpade | Minissha Lamba | Mantra,Sagar Ballary,1
982,tt2035528,Hum Do Anjaane,2011,Action | Crime | Drama,Naresh Kaura | Ankita Bhargava | Jackie Shroff | Avtar Gill,Milind Swamy,1
983,tt2043923,Mod,2011,Drama | Romance | Thriller,Ayesha Takia | Rannvijay Singh | Raghuvir Yadav | Tanvi Azmi,Nagesh Kukunoor,1
984,tt2046106,Jaana Pehchana,2011,Drama,Birbal | Pushkar Jog | Ranjeeta Kaur | Neelu Kohli,Sachin,1
985,tt2057441,Mujhse Fraaandship Karoge,2011,Comedy | Drama | Romance,Saqib Saleem | Saba Azaad | Nishant Dahiya | Tara D'Souza,Nupur Asthana,2
986,tt2058651,Maruti Mera Dosst,2009,Animation | Adventure | Drama,Shahbaaz Khan | Sushmita Mukherjee | Erik A. Nanda | Ritika Shah,Manikya Raju,1
987,tt2063745,Kya Dilli Kya Lahore,2014,Drama | History | War,Vijay Raaz | Manu Rishi Chadha | Rajendranath Zutshi | Vishwajeet Pradhan,Vijay Raaz | Karan Arora,1
988,tt2064816,"I, Me aur Main",2013,Drama,John Abraham | Chitrangda Singh | Prachi Desai | Mini Mathur,Kapil Sharma,2
989,tt2064849,London Paris New York,2012,Romance,Ali Zafar | Aditi Rao Hydari | Candice Pereira | Scherrikar Bell,Anu Menon,2
990,tt2064852,Lottery,2009,Crime | Drama | Mystery,Abhijeet | Rucha Gujrati | Manisha Kelkar | Nassar Abdulla,Hemant Prabhu,1
991,tt2066062,Shortcut Romeo,2013,Action | Crime | Romance,Neil Nitin Mukesh | Ameesha Patel | Puja Gupta | Jatin Grewal,Susi Ganesan,1
992,tt2066899,Jugaad,2009,Comedy | Drama,Manoj Bajpayee | Hrishitaa Bhatt | Vijay Raaz | Govind Namdeo,R. Anand Kumar,1
993,tt2066925,Mummy Punjabi: Superman Ki Bhi Maa!!,2011,Comedy | Drama,Kiron Kher | Kanwaljit Singh | Jackie Shroff | Anju Mahendru,Pammi Somal,1
994,tt2072227,Shanghai,2012,Crime | Thriller,Emraan Hashmi | Abhay Deol | Prasenjit Chatterjee | Kalki Koechlin,Dibakar Banerjee,2
995,tt2073070,Saheb Biwi Aur Gangster,2011,Action | Crime | Drama,Randeep Hooda | Mahie Gill | Jimmy Shergill | Shreya Narayan,Tigmanshu Dhulia,3
996,tt2077833,Rowdy Rathore,2012,Action | Comedy,Akshay Kumar | Sonakshi Sinha | Nasser | Paresh Ganatra,Prabhudheva,8
997,tt2082197,Barfi!,2012,Adventure | Comedy | Drama,Ranbir Kapoor | Priyanka Chopra | Ileana | Saurabh Shukla,Anurag Basu,7
998,tt2084863,Jo Dooba So Paar: It's Love in Bihar!,2011,Comedy | Crime | Drama,Anand Tiwari | Rajat Kapoor | Sita Spada | Dadhi Raj,Praveen Kumar,1
999,tt2094854,Inkaar,2013,Drama | Romance,Arjun Rampal | Chitrangda Singh | Vipin Sharma | Mithun Rodwittiya,Sudhir Mishra,2
1000,tt2100543,Hum Hai Raahi CAR Ke,2013,Adventure | Romance,Anupam Kher | Sanjay Dutt | Juhi Chawla | Rati Agnihotri,Jyotin Goel,1
1001,tt2104937,Miley - Naa Miley - Hum,2011,Comedy | Drama | Romance,Chirag Paswan | Kangana Ranaut | Neeru Bajwa | Sagarika Ghatge,Tanveer Khan,1
1002,tt2106537,Matru ki Bijlee ka Mandola,2013,Comedy | Drama,Imran Khan | Anushka Sharma | Pankaj Kapur | Lekha Washington,Vishal Bhardwaj,2
1003,tt2109200,Shakal Pe Mat Ja,2011,Comedy | Crime | Drama,Shubh | Pratik Katare | Harsh Parekh | Chitrak Bandyopadhyay,Shubh,1
1004,tt2112124,Chennai Express,2013,Action | Comedy | Romance,Deepika Padukone | Shah Rukh Khan | Satyaraj | Nikitin Dheer,Rohit Shetty,8
1005,tt2112131,Dabangg 2,2012,Action | Comedy | Drama,Salman Khan | Sonakshi Sinha | Prakash Raj | Vinod Khanna,Arbaaz Khan,8
1006,tt2112978,Jo Hum Chahein,2011,Drama | Romance,Sunny Gill | Simran Kaur Mundi | Alyy Khan | Achint Kaur,Pawan Gill,1
1007,tt2122340,Ferrari Ki Sawaari,2012,Crime | Family | Sport,Sharman Joshi | Boman Irani | Ritwik Sahore | Paresh Rawal,Rajesh Mapuskar,5
1008,tt2126282,Ekk Deewana Tha,2012,Romance,Prateik | Amy Jackson | Sachin Khedekar | Manu Rishi Chadha,Gautham Menon,2
1009,tt2130242,Tere Naal Love Ho Gaya,2012,Comedy | Romance,Ritesh Deshmukh | Genelia D'Souza | Om Puri | Tinnu Anand,Mandeep Kumar,3
1010,tt2137064,Lanka,2011,Action | Crime | Drama,Manoj Bajpayee | Arjan Bajwa | Tia Bajpai | Yashpal Sharma,Maqbool Khan,1
1011,tt2138010,3 Nights 4 Days,2009,Romance,Hrishitaa Bhatt | Anuj Sawhney,Devang Dholakia,1
1012,tt2140315,Raaz 3: The Third Dimension,2012,Horror | Romance | Thriller,Emraan Hashmi | Bipasha Basu | Esha Gupta | Manish Chaudhary,Vikram Bhatt,7
1013,tt2150074,Koi Hai,2003,Drama | Horror,Aman Verma | Shweta Menon | Rinku Ghosh | Roop Kumar Rathod,Rajiv S. Ruia,1
1014,tt2155776,Yeh Jo Mohabbat Hai,2012,Drama,Rati Agnihotri | Mohnish Bahl | Nazia Hussain | Farida Jalal,Shree Narayan Singh,1
1015,tt2164702,Zindagi Tere Naam,2012,Romance,Mithun Chakraborty | Ranjeeta Kaur | Sajid Ali | Supriya Karnik,Ashu Trikha,1
1016,tt2166214,Khiladi 786,2012,Action | Comedy,Akshay Kumar | Asin | Raj Babbar | Vipin Bakshi,Ashish R. Mohan,4
1017,tt2168910,Cocktail,2012,Comedy | Drama | Romance,Deepika Padukone | Saif Ali Khan | Randeep Hooda | Boman Irani,Homi Adajania,6
1018,tt2172071,Student of the Year,2012,Comedy | Romance,Sidharth Malhotra | Alia Bhatt | Varun Dhawan | Rishi Kapoor,Karan Johar,5
1019,tt2175671,Ghost,2012,Horror,Shiney Ahuja | Sayali Bhagat | Julia Bliss | Tabrez Khan,Puja Bedi,2
1020,tt2176013,Jab Tak Hai Jaan,2012,Drama | Romance,Shah Rukh Khan | Katrina Kaif | Anushka Sharma | June Smith,Yash Chopra,6
1021,tt2178470,Yeh Jawaani Hai Deewani,2013,Drama | Musical | Romance,Ranbir Kapoor | Deepika Padukone | Aditya Roy Kapoor | Kalki Koechlin,Ayan Mukherjee,8
1022,tt2178508,Son of Sardaar,2012,Action | Comedy | Romance,Ajay Devgn | Sanjay Dutt | Sonakshi Sinha | Juhi Chawla,Ashwani Dhir,6
1023,tt2181931,English Vinglish,2012,Comedy | Drama | Family,Sridevi | Adil Hussain | Mehdi Nebbou | Priya Anand,Gauri Shinde,5
1024,tt2182726,Hansa,2012,Drama,Trimala Adhikari | Abhay Joshi | Ashish Kumar | Kumud Mishra,Manav Kaul,1
1025,tt2184125,Chaalis Chauraasi,2012,Comedy | Crime,Shweta Bhardwaj | Reetu Jain | Arbaaz Ali Khan | Ravi Kishan,Hriday Shetty,1
1026,tt2185084,From Sydney with Love,2012,Comedy | Romance,Bidita Bag | Ronjini Chakraborty | Sabyasachi Chakraborty | Prateek Chakravorty,Prateek Chakravorty,1
1027,tt2186731,Department,2012,Action,Amitabh Bachchan | Rana Daggubati | Sanjay Dutt | Nathalia Kaur,Ram Gopal Varma,1
1028,tt2186933,Luv Shuv Tey Chicken Khurana,2012,Comedy,Kunal Kapoor | Huma Qureshi | Vinod Nagpal | Rajesh Sharma,Sameer Sharma,2
1029,tt2187167,Unforgettable,2014,Drama | Romance,Usha Bachani | Hazel Croney | Pablo Gonzalez | Patrick Haider,Arshad Yusuf Pathan,1
1030,tt2187972,Shirin Farhad Ki Toh Nikal Padi,2012,Romance,Kavin Dave | Kurush Deboo | Boman Irani | Daisy Irani,Bela Segal,2
1031,tt2188749,Gali Gali Chor Hai,2012,Drama,Mohit Baghet | Sahaj Bradoria | Mugdha Godse | Shalin Gupta,Rumi Jaffery,1
1032,tt2188805,Login,2012,Drama | Thriller,Himanshu Bhatt | Roy Radhika | Akkash Basnet | Rashmi Gautam,Sanjeev Reddy,1
1033,tt2188893,Staying Alive,2012,Drama,Khan Jahangir Khan | Anant Mahadevan | Navni Parihar | Chandan Sanyal,Anant Mahadevan,1
1034,tt2190256,Daal Mein kuch kaala hai,2012,Comedy,Anand Balraj | Sudesh Berry | Kishore Anand Bhanushali | Raj Singh Chaudhary,Anand Balraj,1
1035,tt2191164,Station,2014,Crime | Drama | Thriller,Kanika Batra | Gulshan Grover | Rohiet Nair | Sameer Kevin Roy,Saad Khan,1
1036,tt2191641,Chaar Din Ki Chandni,2012,Comedy | Romance,Rana Jung Bahadur | Mukul Dev | Harish | Farida Jalal,Samir Karnik,1
1037,tt2191721,Jodi Breakers,2012,Comedy | Musical | Romance,Bipasha Basu | Helen | Pradeep Kharab | Madhavan,Ashwini Chaudhary,2
1038,tt2193145,Maharana Pratap: The First Freedom Fighter,2012,Action | War,Narayan Singh Sisodia | Kuldeep Chaturvedi | Payal Kumawat | Naveen Jinger,Pradeep Kumawat,1
1039,tt2203308,Aashiqui 2,2013,Drama | Music | Musical,Aditya Roy Kapoor | Shraddha Kapoor | Shaad Randhawa | Salil Acharya,Mohit Suri,8
1040,tt2207668,Chakradhaar,2012,Action,Abishek Anand | Zakir Hussain | Darshan Jariwala | Vidya Malvade,Dharam Prakash | Shakur Sir,1
1041,tt2208248,Machhli Jal Ki Rani Hai,2014,Horror,Swara Bhaskar | Reema Debnath | Saurabh Dubey | Hritu,Debaloy Dey,1
1042,tt2210576,Myoho,2012,Drama,Kanwaljit Singh | Yashpal Sharma | Malay Chakrabarty | Brijendra Kala,Ranjan Shandilya,1
1043,tt2213054,Kai po che!,2013,Drama | Sport,Asif Basra | Digvijay Deshmukh | Manav Kaul | Amrita Puri,Abhishek Kapoor,5
1044,tt2215163,Issaq,2013,Drama,Malini Awasthi | Sandeep Bose | Amyra Dastur | Makrand Deshpande,Manish Tiwary,1
1045,tt2215477,Goliyon Ki Rasleela Ram-Leela,2013,Drama | Musical | Romance,Deepika Padukone | Ranveer Singh | Supriya Pathak | Sharad Kelkar,Sanjay Leela Bhansali,6
1046,tt2216852,Main Aur Mr. Riight,2014,Comedy | Romance,Barun Sobti | Shenaz Treasury | Kavi Shastri | Danny Sura,Adeeb Rais,1
1047,tt2220828,Identity Card,2014,Comedy | Drama | Sci-Fi,Tia Bajpai | Brijendra Kala | Prashaant Kumar | Vipin Sharma,Rahat Kazmi,1
1048,tt2222550,1920: Evil Returns,2012,Drama | Horror | Romance,Vicky Ahuja | Tia Bajpai | Sharad Kelkar | Vidya Malvade,Bhushan Patel,5
1049,tt2222716,Baat Bann Gayi,2013,Comedy | Romance,Anisa Butt | Ali Fazal | Gulshan Grover | Razzak Khan,Shuja Ali,1
1050,tt2224254,3 Bachelors,2012,Comedy | Romance,Sharman Joshi | Negar Khan | Nigaar Khan | Manish Nagpal,Ajai Sinha,1
1051,tt2224313,Listen... Amaya,2013,Drama,Farooq Shaikh | Deepti Naval | Swara Bhaskar | Amala Akkineni,Avinash Kumar Singh,1
1052,tt2224317,Lootera,2013,Drama | Romance,Ranveer Singh | Sonakshi Sinha | Adil Hussain | Vikrant Massey,Vikramaditya Motwane,2
1053,tt2224541,Tutiya Dil,2012,Romance,Sidhant Kapur | Iris Maity | Suzanna Mukherjee | Nikhil Sabharwal,Amit Khanna,1
1054,tt2226666,Jism 2,2012,Drama | Romance | Thriller,Randeep Hooda | Sunny Leone | Arunoday Singh | Junayeed Bin Fakhrul,Pooja Bhatt,5
1055,tt2229842,Table No. 21,2013,Adventure | Thriller,Paresh Rawal | Rajeev Khandelwal | Tina Desai | Dhruv Ganesh,Aditya Datt,3
1056,tt2232524,Mere Dost Picture Abhi Baaki Hai,2012,Comedy,Sunil Shetty | Udita Goswami | Rajpal Yadav | Mukesh Ahuja,Rajnish Thakur,1
1057,tt2234328,Siyaah..,2012,Horror,Habeeb Aidroos | Zarine Ali | Madhulagna Das | Faheem Ul Haq,Aziz Naser,1
1058,tt2236494,Shudra the Rising,2012,History,Habib Aazmi | Priya Annatram | Pravin Baby | Mahesh Balraj,Sanjiv Jaiswal,1
1059,tt2241224,Cheenti Cheenti Bang Bang,2008,Animation | Family,Asrani | Mahesh Manjrekar | Anjan Srivastav | Ashish Vidyarthi,R.D. Mallik,1
1060,tt2243336,Aalaap,2012,Sci-Fi,Omkar Das Manikpuri | Ashish Patil | Pitobash | Amit Purohit,Manish Manikpuri,1
1061,tt2246533,2 Nights in Soul Valley,2012,Adventure | Horror | Mystery,Hemant Pandey | Sumeet Sharma | Sumeet Sharma | Aakshi Khari,Harish Sharma,1
1062,tt2246595,Blood Money,2012,Action | Drama | Thriller,Manish Chaudhary | Kunal Khemu | Amrita Puri | Teeshay Shah,Vishal Mahadkar,2
1063,tt2246724,Ghanchakkar,2013,Comedy | Crime | Thriller,Vidya Balan | Emraan Hashmi | Parvin Dabas | Rajesh Sharma,Raj Kumar Gupta,2
1064,tt2251552,Challo Driver,2012,Comedy,Vickrant Mahajan | Kainaz Motivala | Prem Chopra | Deepak Arora,Vickrant Mahajan,1
1065,tt2253708,Future to Bright Hai Ji,2012,Drama,Sanjay Amar | Asrani | Neelima Azim | Aamir Bashir,Sanjay Amar,1
1066,tt2255934,Aiyyaa,2012,Comedy,Rani Mukerji | Prithviraj Sukumaran | Nirmiti Sawant | Subodh Bhave,Sachin Kundalkar,1
1067,tt2256514,Rush,2012,Thriller,Emraan Hashmi | Aditya Pancholi | Sagarika Ghatge | Neha Dhupia,Shamin Desai,1
1068,tt2265191,Bumboo,2012,Comedy,Kavin Dave | Shailesh Hejmady | Bikramjeet Kanwarpal | Sumit Kaul,Jagdish Rajpurohit,1
1069,tt2275794,Gori Tere Pyaar Mein,2013,Comedy | Romance,Imran Khan | Kareena Kapoor | Nizhalgal Ravi | Anupam Kher,Punit Malhotra,1
1070,tt2275802,Satyagraha,2013,Drama,Kareena Kapoor | Amitabh Bachchan | Ajay Devgn | Arjun Rampal,Prakash Jha,2
1071,tt2278422,Kamaal Dhamaal Malamaal,2012,Comedy,Asrani | Madhurima Banerjee | Shakti Kapoor | Pratima Kazmi,Priyadarshan,1
1072,tt2283894,Riyasat,2014,Crime,Rajesh Khanna | Aryeman Ramsay | Raza Murad | Aryan Vaid,Ashok Tyagi,1
1073,tt2292625,Chakravyuh,2012,Drama | Thriller | War,Arjun Rampal | Abhay Deol | Manoj Bajpayee | Esha Gupta,Prakash Jha,2
1074,tt2294685,Jeena Hai Toh Thok Daal,2012,Drama,Ravi Kishan | Manish Vatsalya | Yashpal Sharma | Rahul Kumar,Manish Vatsalya,1
1075,tt2301155,Shootout at Wadala,2013,Action | Crime,John Abraham | Kangana Ranaut | Anil Kapoor | Vineet Sharma,Sanjay Gupta,4
1076,tt2306721,Second Marriage Dot Com,2012,Drama,Subhash Ahuja | Syna Anand | Raman Atre | Rajat Bhalla,Gaurav Panjwani,1
1077,tt2308773,Born to Hate... Destined to Love,2012,Action | Drama | Romance,Arjun Kapoor | Parineeti Chopra | Gauhar Khan | Anil Rastogi,Habib Faisal,4
1078,tt2308829,Milta Hai Chance by Chance,2011,Comedy,Divya Divedi | Sana Govil | Jawahar Jairath | Vishal Kaushik,Ramesh Modi,1
1079,tt2309764,Singham Returns,2014,Action,Kareena Kapoor | Ajay Devgn | Anupam Kher | Yo Yo Honey Singh,Rohit Shetty,7
1080,tt2309987,Hate Story,2012,Thriller,Paoli Dam | Nikhil Dwivedi | Gulshan Devaiah | Saurabh Dubey,Vivek Agnihotri,4
1081,tt2317103,Sons of Ram,2012,Animation | Drama | Musical,Sunidhi Chauhan | Ettienne Couthino | Devansh Doshi | Saptharishi Ghosh,Kushal Ruia,1
1082,tt2317135,Tamanchey,2014,Crime | Romance,Nikhil Dwivedi | Richa Chadda | Mahesh Balraj | Kislaya Dwivedi,Suryaveer Singh Bhullar,1
1083,tt2317337,Vicky Donor,2012,Comedy | Romance,Ayushmann Khurrana | Yami Gautam | Annu Kapoor | Dolly Ahluwalia,Shoojit Sircar,6
1084,tt2318401,Bandook,2013,Crime | Thriller,Manisha Kelkar | Arshad Khan | Ashish Kotwal | Aditya Om,Aditya Om,1
1085,tt2319889,Jannat 2,2012,Crime | Drama | Thriller,Mohammed Zeeshan Ayyub | Viren Basoya | Manish Chaudhary | Esha Gupta,Kunal Deshmukh,5
1086,tt2321163,ABCD (Any Body Can Dance),2013,Music | Western,Prabhudheva | Ganesh Acharya | Kay Kay Menon | Lauren Gottlieb,Remo,5
1087,tt2321492,Krishna Aur Kans,2012,Animation | Action | Adventure,Manoj Bajpayee | Harish Bhimani | Neetu Chaudhary | Juhi Chawla,Vikram Veturi,1
1088,tt2323964,Mere Dad Ki Maruti,2013,Comedy,Saqib Saleem | Rhea Chakraborty | Ram Kapoor | Prabal Panjabi,Ashima Chibber,3
1089,tt2327389,Life Ki Toh Lag Gayi,2012,Comedy,Kay Kay Menon | Ranvir Shorey | Pradhuman Singh | Neha Bhasin,Rakesh Mehta,1
1090,tt2332705,Love Recipe,2012,Comedy,Rani Agrawal | Frank M. Ahearn | Suzanne Bernert | Sudha Chandran,Amol Shetge,1
1091,tt2337292,Chor chor super chor,2013,Comedy | Drama | Thriller,Deepak Dobriyal | Priya Bhatija | Anshul Kataria | Paru Uma,Rajesh. K.,1
1092,tt2338151,PK,2014,Comedy | Drama | Fantasy,Aamir Khan | Anushka Sharma | Sanjay Dutt | Boman Irani,Rajkumar Hirani,9
1093,tt2339549,Maximum,2012,Crime | Thriller,Mohan Agashe | Arya Babbar | Neha Dhupia | Rajendra Gupta,Kabeer Kaushik,1
1094,tt2341766,Nautanki Saala!,2013,Comedy,Ayushmann Khurrana | Kunaal Roy Kapur | Pooja Salvi | Gaelyn Mendonca,Rohan Sippy,3
1095,tt2343417,Chhodo Kal Ki Baatein,2012,Drama,Barkha Bisht | Balaji Iyer | Raghavendra Kadkol | Sachin Khedekar,Pramod Joshi,1
1096,tt2344678,Himmatwala,2013,Action | Comedy,Ajay Devgn | Tamannaah Bhatia | Mahesh Manjrekar | Paresh Rawal,Sajid Khan,2
1097,tt2346744,Cigarette Ki Tarah,2012,Romance | Thriller,Ashok Banthia | Sudesh Berry | Yuvika Chaudhry | Prashant Narayanan,Akashaditya Lama,1
1098,tt2347289,Bittoo Boss,2012,Romance,Pulkit Samrat | Rajesh Bakshi | Wamiqa Gabbi | Amita Pathak,Supavitra Babul,1
1099,tt2350496,The Lunchbox,2013,Drama | Romance,Irrfan Khan | Nimrat Kaur | Nawazuddin Siddiqui | Lillete Dubey,Ritesh Batra,4
1100,tt2353824,Janleva 555,2012,Musical | Romance | Thriller,Shona Chabra | Raja Hasan | Akash Hora | Mann Hora,Sundeep Malani,1
1101,tt2354223,Mumbai's King,2012,Drama,Rahul Bairagi | Dhanshree Jain | Arbaaz Khan | Salman Khan,Manjeet Singh,1
1102,tt2354407,Teri Meri Kahaani,2012,Drama | Romance,Shahid Kapoor | Priyanka Chopra | Prachi Desai | Neha Sharma,Kunal Kohli,2
1103,tt2356180,Bhaag Milkha Bhaag,2013,Biography | Drama | History,Farhan Akhtar | Sonam Kapoor | Pavan Malhotra | Art Malik,Rakeysh Omprakash Mehra,7
1104,tt2356959,Ajab Gazabb Love,2012,Romance,Jacky Bhagnani | Nidhi Subbaiah | Darshan Jariwala | Kiron Kher,Sanjay Gadhvi,1
1105,tt2357489,Zanjeer,2013,Action,Ram Charan | Priyanka Chopra | Sanjay Dutt | Prakash Raj,Apoorva Lakhia,1
1106,tt2357926,Ramaiya Vastavaiya,2013,Comedy | Family | Romance,Shruti K. Haasan | Girish Taurani | Randhir Kapoor | Sonu Sood,Prabhudheva,2
