,Actor,Genre
11047,Joseph Armillas,Drama
11049,Mithun Chakraborty,Drama
11050,Sonam Kapoor,Romance
11051,Prateik,Drama
11055,Rishi Kapoor,Sport
11056,Aftab Shivdasani,Fantasy
11057,Sanjay Dutt,Drama
11058,Gayatri Patel Bahl,Musical
11060,Arjun Rampal,Sci-Fi
11061,Katrina Kaif,Drama
11063,Farooq Shaikh,Thriller
11064,Katrina Kaif,Drama
11068,Deepika Padukone,Romance
11070,Ravi Kapoor,Sport
11071,Anuj Saxena,Drama
11072,Tinnu Anand,Drama
11073,Shreyas Talpade,Mystery
11074,Aditya Narayan,Horror
11075,Shahid Kapoor,Drama
11076,Shahana Goswami,Romance
11078,Anupam Kher,Drama
11079,Paul Sidhu,Thriller
11080,Neil Nitin Mukesh,Romance
11082,Mukesh Bhatt,Romance
11085,Nushrat Bharucha,Drama
11087,Ranveer Singh,Romance
11088,Tanushree Dutta,Mystery
11090,Sudeep,Mystery
11092,Abhishek Bachchan,Drama
11094,Madhu Acharya,Drama
11095,Salman Khan,Crime
11099,Atul Kulkarni,Thriller
11100,Bhushan Agarwal,Thriller
11101,Priyanka Chopra,Thriller
11103,Vikrum Kumar,Mystery
11104,Anupam Kher,Drama
11105,Gurpreet Chadha,Thriller
11106,Barkha Madan,Drama
11108,Himesh Reshammiya,Romance
11109,Jackie Shroff,Thriller
11110,Rikkee,Horror
11111,Abhishek Bachchan,History
11113,Deepti Naval,Thriller
11115,Ranvir Shorey,Drama
11116,Bobby Deol,Thriller
11117,Gul Panag,Romance
11119,Caterina Lopez,Thriller
11120,Imran Khan,Romance
11121,Deepak Dobriyal,Family
11124,Sonali Gulati,Family
11125,Madhavan,Romance
11126,Vinay Pathak,Romance
11127,Kareena Kapoor,Romance
11129,Ajay Devgn,Drama
11132,Akshay Kumar,Romance
11133,Ajay Devgn,Romance
11136,Rani Mukerji,Thriller
11137,Supriya Pathak,Family
11138,Gulshan Grover,Drama
11139,Ravi Kishan,Thriller
11142,Imran Khan,Romance
11146,Emraan Hashmi,Thriller
11147,Irrfan Khan,Thriller
11149,Abhishek Bachchan,Drama
11152,Nafisa Ali,Drama
11154,Akshay Oberoi,Romance
11155,Luna Rioumina,Thriller
11156,Manoj Bajpayee,War
11157,Aamir Khan,Mystery
11158,Makarand Anaspure,Drama
11159,Rachita Bhattacharya,Mystery
11162,Ashish Kattar,Adventure
11163,Aditya Srivastava,Horror
11167,Vidya Balan,Thriller
11168,Brahim Achabbakhe,Thriller
11170,Vatsal Seth,Drama
11171,Nana Patekar,Drama
11172,Ajay Devgn,Crime
11173,Aamir Khan,Thriller
11175,Kalki Koechlin,Drama
11177,Aarav Khanna,Family
11180,Hrithik Roshan,Drama
11183,Amitabh Bachchan,Drama
11184,Zayed Khan,Romance
11185,Sara Arjun,Thriller
11187,Sanjay Mishra,Family
11188,Tia Bajpai,Thriller
11190,Kainaz Motivala,Mystery
11191,Akshay Kumar,Drama
11194,Pankaj Berry,Mystery
11195,Mohsin,Crime
11196,Vipinno,Thriller
11201,Akash,Fantasy
11205,Jacqueline Fernandez,Drama
11206,Beena Banerjee,Drama
11208,Raayo S. Bakhirta,Romance
11209,Anirudh Agarwal,Mystery
11210,Imran Khan,Drama
11211,Malaika Arora,Mystery
11212,Lillete Dubey,Drama
11213,Raj Singh Arora,Crime
11216,Shefali Shetty,Thriller
11217,Rati Agnihotri,Crime
11218,Vivek Sudershan,Romance
11219,Ajay Devgn,Drama
11220,Raj Singh Chaudhary,Mystery
11222,Vidya Balan,Drama
11223,Manoj Bajpayee,Drama
11227,Dharmendra,Drama
11231,Raghuvir Yadav,War
11233,Gracy Singh,Drama
11237,John Abraham,Drama
11238,Rannvijay Singh,Thriller
11242,Rohit G. Banawlikar,Thriller
11245,Ila Arun,Thriller
11246,Salman Khan,Thriller
11247,Mohan Agashe,Romance
11249,Siddharth Kher,Thriller
11250,Isha Koppikar,Drama
11252,Sachiin Joshi,Mystery
11253,Tusshar Kapoor,Drama
11254,Naresh Kaura,Drama
11255,Ayesha Takia,Thriller
11257,Saqib Saleem,Romance
11258,Shahbaaz Khan,Drama
11259,Vijay Raaz,War
11262,Abhijeet,Mystery
11263,Neil Nitin Mukesh,Romance
11267,Randeep Hooda,Drama
11269,Ranbir Kapoor,Drama
11270,Anand Tiwari,Drama
11273,Chirag Paswan,Romance
11275,Shubh,Drama
11276,Deepika Padukone,Romance
11277,Salman Khan,Drama
11279,Sharman Joshi,Sport
11282,Manoj Bajpayee,Drama
11284,Emraan Hashmi,Thriller
11289,Deepika Padukone,Romance
11293,Ranbir Kapoor,Romance
11294,Ajay Devgn,Romance
11295,Sridevi,Family
11307,Kanika Batra,Thriller
11309,Bipasha Basu,Romance
11311,Aditya Roy Kapoor,Musical
11317,Deepika Padukone,Romance
11319,Tia Bajpai,Sci-Fi
11320,Vicky Ahuja,Romance
11326,Randeep Hooda,Thriller
11333,Hemant Pandey,Mystery
11334,Manish Chaudhary,Thriller
11335,Vidya Balan,Thriller
11345,Arjun Rampal,War
11349,Arjun Kapoor,Romance
11353,Sunidhi Chauhan,Musical
11357,Mohammed Zeeshan Ayyub,Thriller
11359,Manoj Bajpayee,Adventure
11363,Deepak Dobriyal,Thriller
11364,Aamir Khan,Fantasy
11372,Shona Chabra,Thriller
11375,Farhan Akhtar,History
11378,Shruti K. Haasan,Romance
11379,'Chiyaan' Vikram,Drama
11382,Raj Babbar,Drama
11384,Shahid Kapoor,Romance
11385,Salman Khan,Romance
11387,Akshay Kumar,Thriller
11388,Kiran Bhatia,Thriller
11389,Harish Chabbra,Mystery
11391,Jaideep Ahlawat,Thriller
11392,Chandan Roy Sanyal,Thriller
11393,Vivek Oberoi,Crime
11395,Yuddvir Bakolia,Adventure
11397,Neil Nitin Mukesh,Thriller
11400,Emraan Hashmi,Thriller
11404,Nafisa Ali,Sport
11405,Saif Ali Khan,Comedy
11408,Shah Rukh Khan,Crime
11409,Ritesh Deshmukh,Romance
11410,Dharmendra,Drama
11412,Akshay Kumar,Thriller
11413,Ishrat Ali,Thriller
11414,Akshay Kumar,Drama
11416,Ranveer Singh,Drama
11419,Sunny Leone,Thriller
11420,Nivedita Bhattacharya,Thriller
11426,Zakir Hussain,Romance
11429,Benjamin Gilani,Thriller
11431,Naseeruddin Shah,Romance
11435,Jacky Bhagnani,Adventure
11436,Ali Zafar,Romance
11437,Salman Khan,Romance
11441,Jigna Bhardwaj,Fantasy
11442,Arjun Kapoor,Thriller
11443,Priya Anand,Romance
11446,Tusshar Kapoor,Thriller
11447,John Abraham,History
11449,Sanjay Dutt,Drama
11452,Hrithik Roshan,Comedy
11456,Mimoh Chakraborty,Drama
11458,Abhay Deol,Romance
11459,Wamiqa Gabbi,Thriller
11463,Sushant Singh Rajput,Romance
11465,Priyanka Chopra,Sport
11471,Kartik Tiwari,Romance
11472,Ranbir Chakma,Thriller
11478,Deepika Padukone,Romance
11488,Kangana Ranaut,Crime
11493,Kangana Ranaut,Drama
11495,Adhyayan Suman,Romance
11496,Manu Rishi Chadha,Drama
11497,Vidya Balan,Thriller
11498,Emraan Hashmi,Thriller
11499,Farooq Shaikh,War
11500,Ranveer Singh,Drama
11502,Tabu,Romance
11503,Aditya Roy Kapoor,Romance
11505,Sahil Anand,Romance
11509,Ayushmann Khurrana,Romance
11511,Rani Mukerji,Thriller
11514,Mahesh Balraj,Sport
11519,Amitabh Bachchan,Fantasy
11524,Gajendra Chouhan,Romance
11527,Sushant Singh,Thriller
11533,Varun Dhawan,Romance
11557,Gracy Singh,Musical
11560,Juhi Chawla,Drama
11562,Ameesha Patel,Romance
11563,Jaya Bhaduri,Romance
11564,Hrithik Roshan,Musical
11565,Hrithik Roshan,Romance
11566,Rekha,Drama
11567,Salman Khan,Romance
11568,Kareena Kapoor,Romance
11569,Raveena Tandon,Drama
11574,Naseeruddin Shah,Family
11575,Hrithik Roshan,Drama
11577,Rahul Dev,Drama
11578,Vinay Anand,Romance
11582,Bobby Deol,Thriller
11584,Raj Babbar,Romance
11585,Heather Graham,Music
11588,Ameesha Patel,Romance
11591,Fardeen Khan,Romance
11599,Anil Kapoor,Crime
11600,Sanjay Dutt,Drama
11603,Mohanlal,Thriller
11604,Mukul Dev,Thriller
11608,Raj Babbar,Drama
11616,Akshay Kumar,Crime
11617,Aftab Shivdasani,Thriller
11624,Sushmita Sen,Mystery
11626,Nawab Shah,War
11627,Aftab Shivdasani,Romance
11630,Gulshan Grover,Mystery
11637,Sharad S. Kapoor,Drama
11638,Viveka Babajee,Romance
11639,Sunny Deol,Crime
11640,Sunil Shetty,Crime
11641,Sushant Singh,History
11642,Amrita Rao,Thriller
11643,Tulip Joshi,Musical
11644,Hrithik Roshan,Romance
11645,Sunny Deol,History
11646,Anang Desai,Musical
11647,Akshaye Khanna,Mystery
11648,Sameera Reddy,Drama
11649,Sonali Bendre,Musical
11650,Atul Agnihotri,Horror
11651,Dinesh Hingoo,Romance
11654,Sonya Jehan,Romance
11655,Salman Khan,Romance
11657,Preity Zinta,Romance
11659,Jackie Shroff,Mystery
11663,Om Puri,Crime
11666,Jaya Seal,Drama
11667,Manisha Koirala,Fantasy
11669,Anil Kapoor,Romance
11672,Anang Desai,Musical
11674,Shilpa Shetty,Crime
11676,Akshaye Khanna,Drama
11678,Akshay Kumar,Crime
11683,Tabu,Drama
11686,Namrata Shirodkar,Drama
11690,Esha Deol,Mystery
11691,Tara Deshpande,Thriller
11693,Rani Mukerji,History
11694,Lara Dutta,Romance
11695,Nethra Raghuraman,Drama
11697,Preity Zinta,Drama
11698,Rahul Bose,Romance
11699,Preity Zinta,Romance
11702,Sushmita Sen,Romance
11705,Sonali Khare,Musical
11707,Priyanshu Chatterjee,Drama
11708,Kareena Kapoor,Romance
11709,Esha Deol,Mystery
11711,John Abraham,Thriller
11716,Mallika Sherawat,Musical
11717,Vivek Oberoi,Romance
11718,Urmila Matondkar,Thriller
11719,Sonu Nigam,Romance
11722,Govinda,Musical
11728,Hrishitaa Bhatt,Romance
11734,Lara Dutta,Adventure
11737,Sunil Shetty,Thriller
11739,Fardeen Khan,Drama
11745,Naseeruddin Shah,Drama
11750,Aftab Shivdasani,Romance
11752,Tara Sharma,Horror
11757,Bipasha Basu,Drama
11764,John Abraham,Romance
11766,Rani Mukerji,Comedy
11770,Masumeh Makhija,Romance
11774,Abhishek Bachchan,Crime
11780,Avtar Gill,Drama
11786,Prashant Narayanan,Crime
11787,Sanjay Dutt,Drama
11788,Noemi Besedes,Romance
11790,Kulbhushan Kharbanda,Romance
11791,Akshay Kumar,Musical
11795,Rahul Bhat,Drama
11797,Ashney Shroff,Thriller
11800,Vikram Gokhale,Drama
11802,Isha Sharvani,Romance
11804,Akshay Kumar,Romance
11806,Revathy,Thriller
11807,Ameesha Patel,Musical
11808,Karan Nath,Thriller
11809,Shahid Kapoor,Romance
11810,Dimple Kapadia,Mystery
11815,Vivek Oberoi,Mystery
11816,Tarun Arora,Thriller
11817,Isha Koppikar,Horror
11822,Bhoomika Chawla,Romance
11828,Cleo Isaacs,Thriller
11829,Sunil Shetty,Thriller
11830,Vivek Oberoi,Mystery
11831,Raveena Tandon,Drama
11837,Sharad S. Kapoor,Crime
11840,Salman Khan,Romance
11845,Preity Zinta,Romance
11847,Uday Chopra,Thriller
11848,Fardeen Khan,Thriller
11850,Yash Pandit,Romance
11851,Sunil Shetty,Romance
11855,John Abraham,Drama
11856,Sameera Reddy,Drama
11857,Tanisha,Romance
11860,Abhishek Bachchan,Drama
11862,Varsha Usgaonkar,Fantasy
11863,Hrithik Roshan,Romance
11866,Aftab Shivdasani,Family
11867,Ayesha Takia,Drama
11869,Akshay Kumar,Drama
11870,Kareena Kapoor,Drama
11872,Vidya Balan,Romance
11875,Aashish Chaudhary,Crime
11877,Kajol,Romance
11878,Dimple Kapadia,Musical
11884,Zayed Khan,Drama
11885,Suhel Seth,Thriller
11887,Anuj Sawhney,Mystery
11890,Sunil Shetty,Thriller
11896,Bobby Deol,War
11899,Elidh MacQueen,Thriller
11903,Rani Mukerji,Crime
11906,Sneha Ullal,Romance
11910,Aishwarya Rai Bachchan,Biography
11912,Nana Patekar,Drama
11915,Sushmita Sen,Romance
11917,Salman Khan,Musical
11927,Arshad Warsi,Romance
11928,Preity Zinta,Romance
11934,Arjun Rampal,Crime
11937,Vikram Singh,Drama
11939,Darshan Jariwala,History
11942,Saif Ali Khan,Thriller
11943,Koena Mitra,Thriller
11944,Murad Ali,Thriller
11945,Vivek Oberoi,Romance
11946,Priyanka Chopra,Thriller
11948,Shahid Kapoor,Romance
11951,Jackie Shroff,Romance
11952,Boman Irani,Drama
11958,Tanisha,Romance
11959,Abhay Bhargav,Drama
11960,Mohanlal,Comedy
11961,Genelia D'Souza,Romance
11963,Shahid Kapoor,Romance
11964,Amrita Rao,Musical
11965,Priyanka Chopra,Thriller
11966,Salman Khan,Romance
11969,Om Puri,Romance
11971,Samita Bangargi,Family
11972,John Abraham,Thriller
11974,Kareena Kapoor,Thriller
11975,Preeti Ganguli,Thriller
11977,Pankaj Kapur,Drama
11980,Mallika Sherawat,Romance
11986,Priyanka Chopra,Musical
11988,Rajpal Yadav,Romance
11997,Kareena Kapoor,Drama
11998,Nana Patekar,Drama
12000,Anita Hassandani,Romance
12001,John Abraham,Drama
12002,Malavikka,Mystery
12004,Emraan Hashmi,Romance
12005,Ayesha Takia,Romance
12006,Priyanka Chopra,Drama
12007,Abhishek Bachchan,Drama
12013,Ayesha Takia,Romance
12014,Ritesh Deshmukh,Romance
12015,Amrita Rao,Musical
12016,Ameesha Patel,Thriller
12017,Shiney Ahuja,Mystery
12021,Deepal Shaw,Drama
12022,Abhishek Bachchan,Musical
12023,Sonam Kapoor,Romance
12024,Arshad Warsi,Drama
12026,Katrina Kaif,Romance
12027,Irrfan Khan,Romance
12029,Govinda,Romance
12032,Dia Mirza,Romance
12034,Amitabh Bachchan,Drama
12038,Ashmit Patel,Thriller
12040,Isha Sharvani,Romance
12041,Sanjay Suri,Romance
12044,Mandira Bedi,Drama
12049,Priyanka Kothari,Drama
12052,Preity Zinta,Musical
12053,Emraan Hashmi,Crime
12056,Rani Mukerji,Romance
12057,Shiney Ahuja,Romance
12060,Amrita Rao,Crime
12061,Bobby Deol,Family
12063,Randeep Hooda,Thriller
12064,Mimoh Chakraborty,Crime
12066,Vipasha Agarwal,Romance
12068,Sunil Shetty,Thriller
12072,Minissha Lamba,Thriller
12075,Ayesha Takia,Romance
12076,Vidya Balan,Drama
12077,Zain Khan,Family
12078,Celina Jaitly,Thriller
12079,Sharman Joshi,Mystery
12080,Gul Panag,Mystery
12082,Puru Rajkumar,Musical
12085,Danny Denzongpa,Romance
12086,Anupam Kher,Thriller
12090,Sanjay Suri,Romance
12093,Juhi Chawla,Fantasy
12094,Vidya Balan,Mystery
12096,Neha Dhupia,Crime
12098,Saif Ali Khan,Crime
12101,Hansika Motwani,Thriller
12103,Benjamin Gilani,Drama
12104,Parimal Aloke,Family
12105,Akshaye Khanna,Drama
12106,Emraan Hashmi,Drama
12107,Akshaye Khanna,Romance
12108,Ayesha Takia,Romance
12109,Mahesh Manjrekar,Romance
12110,Arjun Rampal,Drama
12112,Imran Khan,Thriller
12113,Ayesha Takia,Romance
12114,Kajol,Romance
12116,Neha Uberoi,Thriller
12117,Udayyan Raathore,Thriller
12118,Kareena Kapoor,Family
12120,Veer Arya,Drama
12122,Rimi Sen,Thriller
12126,Ayesha Takia,Crime
12128,Tulip Joshi,Romance
12129,Deepika Padukone,Comedy
12130,Leigh Barwell,Drama
12133,Om Puri,Mystery
12134,Shreyas Talpade,Drama
12135,Javed Jaffrey,Thriller
12136,Ayesha Takia,Mystery
12137,Vidya Balan,Romance
12138,Anil Kapoor,Romance
12139,Vatsal Seth,Comedy
12146,Mona Ambegaonkar,Thriller
12147,Rahul Bose,Drama
12150,Amrita Arora,Romance
12152,Brandon Routh,Romance
12153,Katrina Kaif,Crime
12154,Urmila Matondkar,Musical
12155,Lena Christensen,Romance
12156,Asin,Mystery
12159,Akshaye Khanna,Romance
12165,Nasser,Drama
12166,Esha Deol,Drama
12169,Zayed Khan,Drama
12170,Neha Dhupia,Drama
12172,Irrfan Khan,Crime
12173,Vinay Pathak,Musical
12174,Bipasha Basu,Romance
12177,Arbaaz Khan,Mystery
12178,Mithun Chakraborty,Drama
12179,John Abraham,Romance
12180,Saif Ali Khan,Drama
12183,Kajol,Thriller
12184,Sanjay Dutt,Adventure
12186,Saif Ali Khan,Family
12187,Akshay Kumar,Fantasy
12190,Bárbara Mori,Romance
12191,Hrishitaa Bhatt,Drama
12193,Dia Mirza,Drama
12195,Vijay Raaz,Drama
12196,Rani Mukerji,Sport
12197,Milind Soman,Romance
12199,Sonal Chauhan,Romance
12200,Shatrughan Sinha,Musical
12203,Sonali Kulkarni,Thriller
12204,Arun Bakshi,Drama
12207,Sanjay Dutt,Romance
12210,Amitabh Bachchan,Comedy
12211,Rati Agnihotri,Drama
12212,Arshad Warsi,Crime
12218,Brownie,Drama
12219,Anupam Kher,Drama
12222,Priyanka Chopra,Romance
12223,Sanjay Dutt,Drama
12224,Vibha Cheebur,Drama
12225,Irrfan Khan,Horror
12228,Avantika,Romance
12231,Rimi Sen,Drama
12232,Sarika,Family
12234,Pankaj Berry,Drama
12235,Punit Aneja,Thriller
12236,Raj Singh Chaudhary,Mystery
12238,Priyanka Chopra,Drama
12241,Amruta Khanvilkar,Mystery
12242,Priyanka Chopra,Crime
12243,Deepika Padukone,Romance
12244,Ayesha Kapoor,Mystery
12245,Tanushree Dutta,Adventure
12248,Priyanka Chopra,Drama
12249,Nafisa Ali,Sport
12250,Rahul Dev,Mystery
12252,Raima Sen,Musical
12253,Arjun Rampal,Drama
12254,Vikram Gokhale,Drama
12255,Paresh Rawal,Drama
12256,Adah Sharma,Mystery
12257,Aamna Shariff,Romance
12258,Asif Basra,Thriller
12260,Shahana Goswami,Thriller
12261,Tinnu Anand,Drama
12262,Konkona Sen Sharma,Romance
12263,Sunny Deol,Mystery
12264,Jacky Bhagnani,Romance
12265,Mahie Gill,Romance
12266,Boman Irani,Romance
12267,Neil Nitin Mukesh,History
12268,Om Puri,Mystery
12271,Aishwarya Rai Bachchan,Crime
12273,Adhyayan Suman,Mystery
12275,Vidya Balan,Romance
12278,Ameesha Patel,Comedy
12280,Mahek Chahal,Drama
12281,Boman Irani,Drama
12282,Sohail Khan,Drama
12283,Shahib Chopra,Romance
12284,Bipasha Basu,Drama
12285,Mahima Chaudhry,Romance
12286,Deepika Padukone,Thriller
12287,Saif Ali Khan,Drama
12288,Neetu Chandra,Mystery
12289,Akshay Kapoor,Thriller
12290,Boman Irani,Fantasy
12292,Sachin Nayak,Thriller
12293,Genelia D'Souza,Romance
12295,Randeep Hooda,Romance
12296,Aishwarya Rai Bachchan,Romance
12299,Samir Aftab,Drama
12300,Priyanka Kothari,Mystery
12301,Snehal Dabi,Crime
12304,Sanjay Dutt,Crime
12307,Ajay Devgn,Drama
12309,Aishwarya Rai Bachchan,Romance
12310,Asif Basra,Crime
12311,Akshay Kapoor,Musical
12316,Jaspal Bhatti,Thriller
12317,Amrita Arora,Crime
12318,Rajpal Yadav,Drama
12319,Isaiah,Drama
12322,Dia Mirza,Fantasy
12324,Rituparna Sengupta,Romance
12325,Bharati Achrekar,Drama
12326,Mithun Chakraborty,Family
12328,Carl Marino,Musical
12330,Sonal Sehgal,Romance
12331,Anto Boghokian,Drama
12333,Om Puri,Drama
12334,Abhay Deol,Romance
12335,Kalki Koechlin,Drama
12339,Dimple Kapadia,Sport
12340,Aamna Shariff,Fantasy
12341,Irrfan Khan,Drama
12342,Aqib Afzaal,Musical
12344,Shah Rukh Khan,Sci-Fi
12345,Hrithik Roshan,Drama
12347,Celina Jaitly,Thriller
12348,Salman Khan,Drama
12352,Imran Khan,Romance
12354,Master Sagar Punjabi,Sport
12355,Udita Goswami,Drama
12356,Rajeev Awasthi,Drama
12357,Sada,Mystery
12358,Shweta Agarwal,Horror
12359,Anushka Sharma,Drama
12360,Natasha Jain,Romance
12362,Manjari Phadnis,Drama
12363,Sumona Chakravarti,Thriller
12364,Deepika Padukone,Romance
12366,Rajshree Choudhary,Romance
12369,Anshuman Jha,Drama
12371,Anushka Sharma,Romance
12372,Udita Goswami,Mystery
12374,Amruta Khanvilkar,Mystery
12376,Bipasha Basu,Drama
12378,Nitin Anand,Drama
12379,Sonakshi Sinha,Crime
12383,Rituparna Sengupta,Thriller
12384,Nikita Anand,Thriller
12385,Vivaan Shah,Thriller
12387,Haidar Ali,Mystery
12388,Sharat Saxena,Drama
12389,Shalini Chandran,Thriller
12390,Iris Maity,Drama
12392,Sara Loren,Romance
12393,Samir Aftab,Thriller
12394,Manoylo Svitlana,Horror
12395,Deepika Padukone,History
12397,Vijay Raaz,Thriller
12399,Vinay Pathak,Drama
12400,Mugdha Godse,Thriller
12401,Purab Kohli,Romance
12403,Pavan Malhotra,Thriller
12404,Sonam Kapoor,Romance
12405,Manav Kaul,Family
12409,Kangana Ranaut,Romance
12410,Riya Sen,Romance
12411,Boman Irani,Romance
12413,Akshaye Khanna,Drama
12416,Bobby Deol,Romance
12417,Emraan Hashmi,Romance
12420,Vidya Balan,Thriller
12421,Anang Desai,Family
12422,Munish Khan,Drama
12423,Rahul Singh,Thriller
12426,Katrina Kaif,Romance
12430,Neha Sharma,Thriller
12431,Chitrangda Singh,Thriller
12433,Kangana Ranaut,Drama
12436,Madhuri Bhattacharya,Drama
12438,Sandeepa Dhar,Romance
12439,Abhishek Bachchan,Thriller
12440,Barry John,War
12441,Kareena Kapoor,Mystery
12442,Krishna Bhatt,Drama
12443,Seema Biswas,Mystery
12446,Aditya Lakhia,Adventure
12447,Swini Khara,Horror
12451,Parambrata Chatterjee,Thriller
12452,Russell Geoffrey Banks,Thriller
12454,Tulip Joshi,Drama
12455,Mohit Ahlawat,Drama
12456,Sanjay Dutt,Crime
12457,Katrina Kaif,Thriller
12459,Shiv Pandit,Drama
12461,Chinmai Chandranshuh,Family
12464,Priyanka Chopra,Drama
12467,Hema Malini,Drama
12468,Dia Mirza,Romance
12469,Rajvvir Aroraa,Thriller
12471,Zakir Hussain,Family
12472,Krishna Bhatt,Thriller
12474,Rajkummar Rao,Mystery
12475,Pitobash,Drama
12478,Abhay Joshi,Mystery
12479,Muzzi,Crime
12480,Madhavi Sharma,Thriller
12485,Avinash,Fantasy
12489,Yana Gupta,Drama
12490,Sunny Deol,Drama
12492,Nushrat Bharucha,Romance
12493,Puja Ballutia,Mystery
12494,Vir Das,Drama
12495,Suresh Chatwal,Mystery
12496,Satyajeet Dubey,Drama
12497,Gaurav Bajaj,Crime
12500,Om Puri,Thriller
12501,Shweta Bhardwaj,Crime
12502,Sayali Bhagat,Romance
12503,Kajal Agarwal,Drama
12504,Radhika Apte,Mystery
12506,Emraan Hashmi,Drama
12507,Richa Chadda,Drama
12511,Vinod Khanna,Drama
12515,Neha Dhupia,War
12517,Siddharth Koirala,Drama
12521,Genelia D'Souza,Drama
12522,Madhurima Banerjee,Thriller
12526,Deepak Dobriyal,Thriller
12529,Anang Desai,Thriller
12530,Katrina Kaif,Thriller
12531,Kasturi Banerjee,Romance
12533,Sachin Khedekar,Thriller
12534,Raj Arjun,Drama
12536,Candice Boucher,Mystery
12537,Shreyas Talpade,Drama
12538,Ankita Bhargava,Drama
12539,Rannvijay Singh,Thriller
12541,Saba Azaad,Romance
12542,Sushmita Mukherjee,Drama
12543,Manu Rishi Chadha,War
12546,Rucha Gujrati,Mystery
12547,Ameesha Patel,Romance
12551,Mahie Gill,Drama
12553,Priyanka Chopra,Drama
12554,Rajat Kapoor,Drama
12557,Kangana Ranaut,Romance
12559,Pratik Katare,Drama
12560,Shah Rukh Khan,Romance
12561,Sonakshi Sinha,Drama
12563,Boman Irani,Sport
12566,Arjan Bajwa,Drama
12568,Bipasha Basu,Thriller
12573,Saif Ali Khan,Romance
12577,Deepika Padukone,Romance
12578,Sanjay Dutt,Romance
12579,Adil Hussain,Family
12591,Gulshan Grover,Thriller
12593,Helen,Romance
12595,Shraddha Kapoor,Musical
12601,Ranveer Singh,Romance
12603,Brijendra Kala,Sci-Fi
12604,Tia Bajpai,Romance
12610,Sunny Leone,Thriller
12617,Sumeet Sharma,Mystery
12618,Kunal Khemu,Thriller
12619,Emraan Hashmi,Thriller
12629,Abhay Deol,War
12633,Parineeti Chopra,Romance
12637,Ettienne Couthino,Musical
12641,Viren Basoya,Thriller
12643,Harish Bhimani,Adventure
12647,Priya Bhatija,Thriller
12648,Anushka Sharma,Fantasy
12656,Raja Hasan,Thriller
12659,Sonam Kapoor,History
12662,Girish Taurani,Romance
12663,Neil Nitin Mukesh,Drama
12666,Mahie Gill,Drama
12668,Sonakshi Sinha,Romance
12669,Jacqueline Fernandez,Romance
12671,Kajal Agarwal,Thriller
12672,Yaman Chatwal,Thriller
12673,Tannishtha Chatterjee,Mystery
12675,Bipasha Basu,Thriller
12676,Arfi Lamba,Thriller
12677,Mallika Sherawat,Crime
12679,Ila Arun,Adventure
12681,Sonal Chauhan,Thriller
12684,Konkona Sen Sharma,Thriller
12688,Simer Motiani,Sport
12689,Kunal Khemu,Comedy
12692,Deepika Padukone,Crime
12693,Vivek Oberoi,Romance
12694,Sunny Deol,Drama
12696,Sonakshi Sinha,Thriller
12697,Nishant Balgovind,Thriller
12698,Shiv Pandit,Drama
12700,Arjun Kapoor,Drama
12703,Saahil Prem,Thriller
12704,Devyani,Thriller
12710,Nasser,Romance
12713,Luke Kenny,Thriller
12715,Madhuri Dixit,Romance
12719,Priya Anand,Adventure
12720,Yami Gautam,Romance
12721,Ileana,Romance
12725,Chutki,Fantasy
12726,Prithviraj Sukumaran,Thriller
12727,Richa Chadda,Romance
12730,Vinay Pathak,Thriller
12731,Nargis Fakhri,History
12733,Prachi Desai,Drama
12736,Katrina Kaif,Comedy
12740,Mithun Chakraborty,Drama
12742,Preeti Desai,Romance
12743,Izabelle Liete,Thriller
12747,Parineeti Chopra,Romance
12749,Zachary Coffin,Sport
12755,Mishti,Romance
12756,Nikhil Desai,Thriller
12762,Arjun Kapoor,Romance
12772,Vir Das,Crime
12777,Rajkummar Rao,Drama
12779,Ariana Ayam,Romance
12780,Naresh Gosain,Drama
12781,Ali Fazal,Thriller
12782,Kangana Ranaut,Thriller
12783,Victor Banerjee,War
12784,Ali Zafar,Drama
12786,Shahid Kapoor,Romance
12787,Parineeti Chopra,Romance
12789,Parvin Dabas,Romance
12793,Sonam Kapoor,Romance
12795,Tahir Raj Bhasin,Thriller
12798,Bugs Bhargava,Sport
12803,Boman Irani,Fantasy
12808,Shroff Jackie,Romance
12811,Surveen Chawla,Thriller
12817,Alia Bhatt,Romance
12841,Rachel Shelley,Musical
12844,Jackie Shroff,Drama
12846,Kiran Kumar,Romance
12847,Shah Rukh Khan,Romance
12848,Esha Deol,Musical
12849,Kareena Kapoor,Romance
12850,Manoj Bajpayee,Drama
12851,Rani Mukerji,Romance
12852,Abhishek Bachchan,Romance
12853,Danny Denzongpa,Drama
12858,Arshad Warsi,Family
12859,Kareena Kapoor,Drama
12861,Dinesh Hingoo,Drama
12862,Pooja Batra,Romance
12866,Kareena Kapoor,Thriller
